name,role,age,market_value,squadra,stagione
Nicolò Rovella,"Nicolò Rovella  




            Mediano",04/dic/2001 (23),"25,00 mln €",SS Lazio,2024
Reda Belahyane,"Reda Belahyane            




            Mediano",01/giu/2004 (20),"10,00 mln €",SS Lazio,2024
Mattéo Guendouzi,"Mattéo Guendouzi            




            Centrale",14/apr/1999 (25),"32,00 mln €",SS Lazio,2024
Matías Vecino,"Matías Vecino  




            Centrale",24/ago/1991 (33),"2,50 mln €",SS Lazio,2024
Toma Bašić,"Toma Bašić            




            Centrale",25/nov/1996 (28),"1,00 mln €",SS Lazio,2024
Manuel Lazzari,"Manuel Lazzari            




            Centrocampista di destra",29/nov/1993 (31),"4,00 mln €",SS Lazio,2024
Fisayo Dele-Bashiru,"Fisayo Dele-Bashiru  




            Trequartista",06/feb/2001 (24),"6,00 mln €",SS Lazio,2024
Arijon Ibrahimovic,"Arijon Ibrahimovic  




            Trequartista",11/dic/2005 (19),"4,00 mln €",SS Lazio,2024
Cristo Muñoz,"Cristo Muñoz            




            Trequartista",01/feb/2005 (20),250 mila €,SS Lazio,2024
André Anderson,"André Anderson            




            Trequartista",23/set/1999 (25),200 mila €,SS Lazio,2024
Mattia Zaccagni,"Mattia Zaccagni  




            Ala sinistra",16/giu/1995 (29),"20,00 mln €",SS Lazio,2024
Gustav Isaksen,"Gustav Isaksen            




            Ala destra",19/apr/2001 (23),"15,00 mln €",SS Lazio,2024
Tijjani Noslin,"Tijjani Noslin            




            Ala destra",07/lug/1999 (25),"12,00 mln €",SS Lazio,2024
Loum Tchaouna,"Loum Tchaouna            




            Ala destra",08/set/2003 (21),"10,00 mln €",SS Lazio,2024
Pedro,"Pedro            




            Ala destra",28/lug/1987 (37),"1,00 mln €",SS Lazio,2024
Taty Castellanos,"Taty Castellanos  




            Punta centrale",03/ott/1998 (26),"20,00 mln €",SS Lazio,2024
Boulaye Dia,"Boulaye Dia            




            Punta centrale",16/nov/1996 (28),"15,00 mln €",SS Lazio,2024
David de Gea,"David de Gea            




            Portiere",07/nov/1990 (34),"5,00 mln €",ACF Fiorentina,2024
Tommaso Martinelli,"Tommaso Martinelli            




            Portiere",06/gen/2006 (19),"1,80 mln €",ACF Fiorentina,2024
Pietro Terracciano,"Pietro Terracciano            




            Portiere",08/mar/1990 (35),"1,50 mln €",ACF Fiorentina,2024
Pietro Comuzzo,"Pietro Comuzzo            




            Difensore centrale",20/feb/2005 (20),"15,00 mln €",ACF Fiorentina,2024
Luca Ranieri,"Luca Ranieri  




            Difensore centrale",23/apr/1999 (25),"12,00 mln €",ACF Fiorentina,2024
Marin Pongračić,"Marin Pongračić            




            Difensore centrale",11/set/1997 (27),"10,00 mln €",ACF Fiorentina,2024
Matías Moreno,"Matías Moreno            




            Difensore centrale",24/set/2003 (21),"4,00 mln €",ACF Fiorentina,2024
Pablo Marí,"Pablo Marí            




            Difensore centrale",31/ago/1993 (31),"3,50 mln €",ACF Fiorentina,2024
Robin Gosens,"Robin Gosens            




            Terzino sinistro",05/lug/1994 (30),"8,00 mln €",ACF Fiorentina,2024
Fabiano Parisi,"Fabiano Parisi            




            Terzino sinistro",09/nov/2000 (24),"5,00 mln €",ACF Fiorentina,2024
Dodô,"Dodô            




            Terzino destro",17/nov/1998 (26),"22,00 mln €",ACF Fiorentina,2024
Yacine Adli,"Yacine Adli            




            Mediano",29/lug/2000 (24),"15,00 mln €",ACF Fiorentina,2024
Rolando Mandragora,"Rolando Mandragora            




            Mediano",29/giu/1997 (27),"8,00 mln €",ACF Fiorentina,2024
Danilo Cataldi,"Danilo Cataldi            




            Mediano",06/ago/1994 (30),"4,00 mln €",ACF Fiorentina,2024
Nicolò Fagioli,"Nicolò Fagioli            




            Centrale",12/feb/2001 (24),"20,00 mln €",ACF Fiorentina,2024
Edoardo Bove,"Edoardo Bove  




            Centrale",16/mag/2002 (22),"14,00 mln €",ACF Fiorentina,2024
Amir Richardson,"Amir Richardson            




            Centrale",24/gen/2002 (23),"9,00 mln €",ACF Fiorentina,2024
Michael Folorunsho,"Michael Folorunsho            




            Centrale",07/feb/1998 (27),"7,00 mln €",ACF Fiorentina,2024
Cher Ndour,"Cher Ndour            




            Centrale",27/lug/2004 (20),"4,00 mln €",ACF Fiorentina,2024
Lucas Beltrán,"Lucas Beltrán            




            Trequartista",29/mar/2001 (23),"18,00 mln €",ACF Fiorentina,2024
Nicolò Zaniolo,"Nicolò Zaniolo            




            Trequartista",02/lug/1999 (25),"18,00 mln €",ACF Fiorentina,2024
Andrea Colpani,"Andrea Colpani            




            Trequartista",11/mag/1999 (25),"16,00 mln €",ACF Fiorentina,2024
Maat Daniel Caprini,"Maat Daniel Caprini            




            Ala sinistra",11/feb/2006 (19),"2,00 mln €",ACF Fiorentina,2024
Albert Gudmundsson,"Albert Gudmundsson            




            Seconda punta",15/giu/1997 (27),"28,00 mln €",ACF Fiorentina,2024
Moise Kean,"Moise Kean            




            Punta centrale",28/feb/2000 (25),"30,00 mln €",ACF Fiorentina,2024
Lukasz Skorupski,"Lukasz Skorupski            




            Portiere",05/mag/1991 (33),"2,50 mln €",Bologna FC,2024
Federico Ravaglia,"Federico Ravaglia            




            Portiere",11/nov/1999 (25),"1,00 mln €",Bologna FC,2024
Nicola Bagnolini,"Nicola Bagnolini            




            Portiere",14/mar/2004 (21),200 mila €,Bologna FC,2024
Sam Beukema,"Sam Beukema            




            Difensore centrale",17/nov/1998 (26),"22,00 mln €",Bologna FC,2024
Jhon Lucumí,"Jhon Lucumí            




            Difensore centrale",26/giu/1998 (26),"18,00 mln €",Bologna FC,2024
Nicolò Casale,"Nicolò Casale            




            Difensore centrale",14/feb/1998 (27),"7,00 mln €",Bologna FC,2024
Martin Erlić,"Martin Erlić            




            Difensore centrale",24/gen/1998 (27),"5,00 mln €",Bologna FC,2024
Juan Miranda,"Juan Miranda            




            Terzino sinistro",19/gen/2000 (25),"11,00 mln €",Bologna FC,2024
Charalampos Lykogiannis,"Charalampos Lykogiannis            




            Terzino sinistro",22/ott/1993 (31),"1,00 mln €",Bologna FC,2024
Davide Calabria,"Davide Calabria            




            Terzino destro",06/dic/1996 (28),"7,50 mln €",Bologna FC,2024
Emil Holm,"Emil Holm            




            Terzino destro",13/mag/2000 (24),"7,00 mln €",Bologna FC,2024
Lorenzo De Silvestri,"Lorenzo De Silvestri            




            Terzino destro",23/mag/1988 (36),400 mila €,Bologna FC,2024
Nikola Moro,"Nikola Moro            




            Mediano",12/mar/1998 (27),"5,00 mln €",Bologna FC,2024
Oussama El Azzouzi,"Oussama El Azzouzi            




            Mediano",29/mag/2001 (23),"2,00 mln €",Bologna FC,2024
Tommaso Pobega,"Tommaso Pobega            




            Centrale",15/lug/1999 (25),"10,00 mln €",Bologna FC,2024
Michel Aebischer,"Michel Aebischer            




            Centrale",06/gen/1997 (28),"10,00 mln €",Bologna FC,2024
Remo Freuler,"Remo Freuler            




            Centrale",15/apr/1992 (32),"6,50 mln €",Bologna FC,2024
Andri Fannar Baldursson,"Andri Fannar Baldursson            




            Centrale",10/gen/2002 (23),900 mila €,Bologna FC,2024
Lewis Ferguson,"Lewis Ferguson  




            Trequartista",24/ago/1999 (25),"22,00 mln €",Bologna FC,2024
Giovanni Fabbian,"Giovanni Fabbian            




            Trequartista",14/gen/2003 (22),"13,00 mln €",Bologna FC,2024
Jens Odgaard,"Jens Odgaard            




            Trequartista",31/mar/1999 (25),"7,00 mln €",Bologna FC,2024
Nicolò Cambiaghi,"Nicolò Cambiaghi            




            Ala sinistra",28/dic/2000 (24),"7,00 mln €",Bologna FC,2024
Benja Domínguez,"Benja Domínguez            




            Ala sinistra",19/set/2003 (21),"6,00 mln €",Bologna FC,2024
Estanis Pedrola,"Estanis Pedrola            




            Ala sinistra",24/ago/2003 (21),"1,80 mln €",Bologna FC,2024
Dan Ndoye,"Dan Ndoye            




            Ala destra",25/ott/2000 (24),"25,00 mln €",Bologna FC,2024
Riccardo Orsolini,"Riccardo Orsolini            




            Ala destra",24/gen/1997 (28),"16,00 mln €",Bologna FC,2024
Santiago Castro,"Santiago Castro  




            Punta centrale",18/set/2004 (20),"25,00 mln €",Bologna FC,2024
Thijs Dallinga,"Thijs Dallinga            




            Punta centrale",03/ago/2000 (24),"12,00 mln €",Bologna FC,2024
Vanja Milinković-Savić,"Vanja Milinković-Savić            




            Portiere",20/feb/1997 (28),"8,00 mln €",Torino FC,2024
Alberto Paleari,"Alberto Paleari            




            Portiere",29/ago/1992 (32),500 mila €,Torino FC,2024
Antonio Donnarumma,"Antonio Donnarumma            




            Portiere",07/lug/1990 (34),300 mila €,Torino FC,2024
Perr Schuurs,"Perr Schuurs  




            Difensore centrale",26/nov/1999 (25),"15,00 mln €",Torino FC,2024
Saúl Coco,"Saúl Coco            




            Difensore centrale",09/feb/1999 (26),"14,00 mln €",Torino FC,2024
Sebastian Walukiewicz,"Sebastian Walukiewicz            




            Difensore centrale",05/apr/2000 (24),"5,00 mln €",Torino FC,2024
Guillermo Maripán,"Guillermo Maripán            




            Difensore centrale",06/mag/1994 (30),"4,00 mln €",Torino FC,2024
Adam Masina,"Adam Masina            




            Difensore centrale",02/gen/1994 (31),"1,50 mln €",Torino FC,2024
Cristiano Biraghi,"Cristiano Biraghi            




            Terzino sinistro",01/set/1992 (32),"2,00 mln €",Torino FC,2024
Samuele Ricci,"Samuele Ricci  




            Mediano",21/ago/2001 (23),"28,00 mln €",Torino FC,2024
Adrien Tamèze,"Adrien Tamèze            




            Mediano",04/feb/1994 (31),"3,50 mln €",Torino FC,2024
Ivan Ilić,"Ivan Ilić            




            Centrale",17/mar/2001 (24),"18,00 mln €",Torino FC,2024
Cesare Casadei,"Cesare Casadei            




            Centrale",10/gen/2003 (22),"10,00 mln €",Torino FC,2024
Gvidas Gineitis,"Gvidas Gineitis            




            Centrale",15/apr/2004 (20),"4,00 mln €",Torino FC,2024
Karol Linetty,"Karol Linetty            




            Centrale",02/feb/1995 (30),"3,50 mln €",Torino FC,2024
Emirhan İlkhan,"Emirhan İlkhan  




            Centrale",01/giu/2004 (20),"2,50 mln €",Torino FC,2024
Marcus Pedersen,"Marcus Pedersen            




            Centrocampista di destra",16/lug/2000 (24),"4,50 mln €",Torino FC,2024
Ali Dembélé,"Ali Dembélé            




            Centrocampista di destra",05/gen/2004 (21),800 mila €,Torino FC,2024
Borna Sosa,"Borna Sosa            




            Centrocampista di sinistra",21/gen/1998 (27),"6,00 mln €",Torino FC,2024
Valentino Lazaro,"Valentino Lazaro            




            Centrocampista di sinistra",24/mar/1996 (28),"3,50 mln €",Torino FC,2024
Eljif Elmas,"Eljif Elmas            




            Trequartista",24/set/1999 (25),"12,00 mln €",Torino FC,2024
Nikola Vlašić,"Nikola Vlašić            




            Trequartista",04/ott/1997 (27),"7,00 mln €",Torino FC,2024
Alieu Njie,"Alieu Njie  




            Ala sinistra",14/mag/2005 (19),"2,50 mln €",Torino FC,2024
Yann Karamoh,"Yann Karamoh            




            Ala sinistra",08/lug/1998 (26),"1,80 mln €",Torino FC,2024
Zanos Savva,"Zanos Savva  




            Ala destra",26/nov/2005 (19),"1,00 mln €",Torino FC,2024
Ché Adams,"Ché Adams            




            Punta centrale",13/lug/1996 (28),"15,00 mln €",Torino FC,2024
Antonio Sanabria,"Antonio Sanabria            




            Punta centrale",04/mar/1996 (29),"6,00 mln €",Torino FC,2024
Duván Zapata,"Duván Zapata  




            Punta centrale",01/apr/1991 (33),"4,00 mln €",Torino FC,2024
Amine Salama,"Amine Salama  




            Punta centrale",18/lug/2000 (24),"1,80 mln €",Torino FC,2024
